datetime,city,pm25,is_extreme,hour,day_of_week,month,day_of_year,is_weekend,season,time_of_day,hazard_level,is_unhealthy,pm25_lag_1h,pm25_lag_24h,pm25_rolling_mean_24h,pm25_rolling_std_24h,target_next_hour
2023-01-01 00:00:00+00:00,Bangkok,27.0,0,0,6,1,1,1,dry,night,moderate,0,21.33333333333333,21.33333333333333,21.33333333333333,0.0,0.0
2023-01-01 01:00:00+00:00,Bangkok,27.0,0,1,6,1,1,1,dry,night,moderate,0,27.0,21.33333333333333,27.0,0.0,0.0
2023-01-01 02:00:00+00:00,Bangkok,27.0,0,2,6,1,1,1,dry,night,moderate,0,27.0,21.33333333333333,27.0,0.0,0.0
2023-01-01 03:00:00+00:00,Bangkok,27.33333333333333,0,3,6,1,1,1,dry,night,moderate,0,27.0,21.33333333333333,27.0,0.0,0.0
2023-01-01 04:00:00+00:00,Bangkok,27.33333333333333,0,4,6,1,1,1,dry,night,moderate,0,27.33333333333333,21.33333333333333,27.083333333333332,0.1666666666666643,0.0
2023-01-01 05:00:00+00:00,Bangkok,27.0,0,5,6,1,1,1,dry,night,moderate,0,27.33333333333333,21.33333333333333,27.133333333333333,0.18257418583505253,0.0
2023-01-01 06:00:00+00:00,Bangkok,27.33333333333333,0,6,6,1,1,1,dry,morning,moderate,0,27.0,21.33333333333333,27.11111111111111,0.1721325931647716,0.0
2023-01-01 07:00:00+00:00,Bangkok,27.33333333333333,0,7,6,1,1,1,dry,morning,moderate,0,27.33333333333333,21.33333333333333,27.142857142857142,0.17817416127494679,0.0
2023-01-01 08:00:00+00:00,Bangkok,27.0,0,8,6,1,1,1,dry,morning,moderate,0,27.33333333333333,21.33333333333333,27.166666666666664,0.17817416127494673,0.0
2023-01-01 09:00:00+00:00,Bangkok,27.33333333333333,0,9,6,1,1,1,dry,morning,moderate,0,27.0,21.33333333333333,27.148148148148145,0.17568209223157377,0.0
2023-01-01 10:00:00+00:00,Bangkok,27.33333333333333,0,10,6,1,1,1,dry,morning,moderate,0,27.33333333333333,21.33333333333333,27.166666666666664,0.17568209223157386,0.0
2023-01-01 11:00:00+00:00,Bangkok,28.33333333333333,0,11,6,1,1,1,dry,morning,moderate,0,27.33333333333333,21.33333333333333,27.181818181818183,0.17407765595569508,0.0
2023-01-01 12:00:00+00:00,Bangkok,28.33333333333333,0,12,6,1,1,1,dry,afternoon,moderate,0,28.33333333333333,21.33333333333333,27.277777777777775,0.3715469526818067,0.0
2023-01-01 13:00:00+00:00,Bangkok,28.33333333333333,0,13,6,1,1,1,dry,afternoon,moderate,0,28.33333333333333,21.33333333333333,27.358974358974358,0.46070675299013203,0.0
2023-01-01 14:00:00+00:00,Bangkok,28.666666666666668,0,14,6,1,1,1,dry,afternoon,moderate,0,28.33333333333333,21.33333333333333,27.428571428571423,0.5135525910130935,0.0
2023-01-01 15:00:00+00:00,Bangkok,28.33333333333333,0,15,6,1,1,1,dry,afternoon,moderate,0,28.666666666666668,21.33333333333333,27.51111111111111,0.58914340112569,0.0
2023-01-01 16:00:00+00:00,Bangkok,28.33333333333333,0,16,6,1,1,1,dry,afternoon,moderate,0,28.33333333333333,21.33333333333333,27.562499999999996,0.6051476709892406,0.0
2023-01-01 17:00:00+00:00,Bangkok,28.33333333333333,0,17,6,1,1,1,dry,afternoon,moderate,0,28.33333333333333,21.33333333333333,27.607843137254896,0.6150349371021191,0.0
2023-01-01 18:00:00+00:00,Bangkok,28.0,0,18,6,1,1,1,dry,evening,moderate,0,28.33333333333333,21.33333333333333,27.648148148148145,0.6206913941939526,0.0
2023-01-01 19:00:00+00:00,Bangkok,27.666666666666668,0,19,6,1,1,1,dry,evening,moderate,0,28.0,21.33333333333333,27.666666666666664,0.6085806194501833,0.0
2023-01-01 20:00:00+00:00,Bangkok,27.33333333333333,0,20,6,1,1,1,dry,evening,moderate,0,27.666666666666668,21.33333333333333,27.666666666666664,0.5923488777590912,0.0
2023-01-01 21:00:00+00:00,Bangkok,27.666666666666668,0,21,6,1,1,1,dry,evening,moderate,0,27.33333333333333,21.33333333333333,27.65079365079365,0.5819143739626453,0.0
2023-01-01 22:00:00+00:00,Bangkok,27.33333333333333,0,22,6,1,1,1,dry,evening,moderate,0,27.666666666666668,21.33333333333333,27.65151515151515,0.5679003631895487,0.0
2023-01-01 23:00:00+00:00,Bangkok,27.0,0,23,6,1,1,1,dry,evening,moderate,0,27.33333333333333,21.33333333333333,27.63768115942029,0.5587959953568711,0.0
2023-01-02 00:00:00+00:00,Bangkok,27.33333333333333,0,0,0,1,2,0,dry,night,moderate,0,27.0,27.0,27.61111111111111,0.5618006477335884,0.0
2023-01-02 01:00:00+00:00,Bangkok,27.666666666666668,0,1,0,1,2,0,dry,night,moderate,0,27.33333333333333,27.0,27.624999999999996,0.5500329370901864,0.0
2023-01-02 02:00:00+00:00,Bangkok,27.666666666666668,0,2,0,1,2,0,dry,night,moderate,0,27.666666666666668,27.0,27.652777777777775,0.5336879859474116,0.0
2023-01-02 03:00:00+00:00,Bangkok,27.666666666666668,0,3,0,1,2,0,dry,night,moderate,0,27.666666666666668,27.33333333333333,27.680555555555554,0.515266139821957,0.0
2023-01-02 04:00:00+00:00,Bangkok,28.33333333333333,0,4,0,1,2,0,dry,night,moderate,0,27.666666666666668,27.33333333333333,27.69444444444444,0.509965108844051,0.0
2023-01-02 05:00:00+00:00,Bangkok,28.33333333333333,0,5,0,1,2,0,dry,night,moderate,0,28.33333333333333,27.0,27.73611111111111,0.5199327963510444,0.0
2023-01-02 06:00:00+00:00,Bangkok,29.0,0,6,0,1,2,0,dry,morning,moderate,0,28.33333333333333,27.33333333333333,27.791666666666668,0.5089773777040514,0.0
2023-01-02 07:00:00+00:00,Bangkok,29.0,0,7,0,1,2,0,dry,morning,moderate,0,29.0,27.33333333333333,27.86111111111111,0.5553139571290165,0.0
2023-01-02 08:00:00+00:00,Bangkok,29.33333333333333,0,8,0,1,2,0,dry,morning,moderate,0,29.0,27.0,27.930555555555554,0.5895971495112206,0.0
2023-01-02 09:00:00+00:00,Bangkok,30.33333333333333,0,9,0,1,2,0,dry,morning,moderate,0,29.33333333333333,27.33333333333333,28.02777777777777,0.6210219617474303,0.0
2023-01-02 10:00:00+00:00,Bangkok,31.0,0,10,0,1,2,0,dry,morning,moderate,0,30.33333333333333,27.33333333333333,28.152777777777775,0.7612547909095694,0.0
2023-01-02 11:00:00+00:00,Bangkok,31.33333333333333,0,11,0,1,2,0,dry,morning,moderate,0,31.0,28.33333333333333,28.305555555555554,0.9372416444871806,0.0
2023-01-02 12:00:00+00:00,Bangkok,31.33333333333333,0,12,0,1,2,0,dry,afternoon,moderate,0,31.33333333333333,28.33333333333333,28.430555555555557,1.1227948507953842,0.0
2023-01-02 13:00:00+00:00,Bangkok,31.33333333333333,0,13,0,1,2,0,dry,afternoon,moderate,0,31.33333333333333,28.33333333333333,28.555555555555554,1.2689783127114702,0.0
2023-01-02 14:00:00+00:00,Bangkok,30.666666666666668,0,14,0,1,2,0,dry,afternoon,moderate,0,31.33333333333333,28.666666666666668,28.680555555555554,1.388284892822542,0.0
2023-01-02 15:00:00+00:00,Bangkok,30.666666666666668,0,15,0,1,2,0,dry,afternoon,moderate,0,30.666666666666668,28.33333333333333,28.763888888888886,1.4462317073583908,0.0
2023-01-02 16:00:00+00:00,Bangkok,30.666666666666668,0,16,0,1,2,0,dry,afternoon,moderate,0,30.666666666666668,28.33333333333333,28.861111111111104,1.4936796527341316,0.0
2023-01-02 17:00:00+00:00,Bangkok,30.666666666666668,0,17,0,1,2,0,dry,afternoon,moderate,0,30.666666666666668,28.33333333333333,28.958333333333332,1.5332466894234689,0.0
2023-01-02 18:00:00+00:00,Bangkok,31.0,0,18,0,1,2,0,dry,evening,moderate,0,30.666666666666668,28.0,29.055555555555554,1.5655304750393657,0.0
2023-01-02 19:00:00+00:00,Bangkok,31.33333333333333,0,19,0,1,2,0,dry,evening,moderate,0,31.0,27.666666666666668,29.180555555555554,1.5970358009250774,0.0
2023-01-02 20:00:00+00:00,Bangkok,31.33333333333333,0,20,0,1,2,0,dry,evening,moderate,0,31.33333333333333,27.33333333333333,29.333333333333332,1.6211166903315473,0.0
2023-01-02 21:00:00+00:00,Bangkok,31.33333333333333,0,21,0,1,2,0,dry,evening,moderate,0,31.33333333333333,27.666666666666668,29.499999999999996,1.6121519210127606,0.0
2023-01-02 22:00:00+00:00,Bangkok,34.0,0,22,0,1,2,0,dry,evening,moderate,0,31.33333333333333,27.33333333333333,29.652777777777775,1.6045802998941467,0.0
2023-01-02 23:00:00+00:00,Bangkok,35.0,0,23,0,1,2,0,dry,evening,moderate,0,34.0,27.0,29.930555555555554,1.7555410321664342,1.0
2023-01-03 00:00:00+00:00,Bangkok,36.66666666666666,0,0,1,1,3,0,dry,night,unhealthy_sensitive,1,35.0,27.33333333333333,30.263888888888886,1.9261213978593077,0.0
2023-01-03 01:00:00+00:00,Bangkok,33.0,0,1,1,1,3,0,dry,night,moderate,0,36.66666666666666,27.666666666666668,30.652777777777775,2.227364220050258,0.0
2023-01-03 02:00:00+00:00,Bangkok,30.666666666666668,0,2,1,1,3,0,dry,night,moderate,0,33.0,27.666666666666668,30.874999999999996,2.1820800695555893,0.0
2023-01-03 03:00:00+00:00,Bangkok,28.0,0,3,1,1,3,0,dry,night,moderate,0,30.666666666666668,27.666666666666668,31.0,2.0735276482874774,0.0
2023-01-03 04:00:00+00:00,Bangkok,24.33333333333333,0,4,1,1,3,0,dry,night,moderate,0,28.0,28.33333333333333,31.01388888888889,2.0512260188371014,0.0
2023-01-03 05:00:00+00:00,Bangkok,22.666666666666668,0,5,1,1,3,0,dry,night,moderate,0,24.33333333333333,28.33333333333333,30.847222222222218,2.4096808910682395,0.0
2023-01-03 06:00:00+00:00,Bangkok,20.666666666666668,0,6,1,1,3,0,dry,morning,moderate,0,22.666666666666668,29.0,30.61111111111111,2.8953847443881195,0.0
2023-01-03 07:00:00+00:00,Bangkok,25.0,0,7,1,1,3,0,dry,morning,moderate,0,20.666666666666668,29.0,30.263888888888886,3.527639884710414,0.0
2023-01-03 08:00:00+00:00,Bangkok,30.0,0,8,1,1,3,0,dry,morning,moderate,0,25.0,29.33333333333333,30.097222222222218,3.68110355049086,0.0
2023-01-03 09:00:00+00:00,Bangkok,30.0,0,9,1,1,3,0,dry,morning,moderate,0,30.0,30.33333333333333,30.125,3.6776022697005044,0.0
2023-01-03 10:00:00+00:00,Bangkok,30.0,0,10,1,1,3,0,dry,morning,moderate,0,30.0,31.0,30.11111111111111,3.677410697269607,0.0
2023-01-03 11:00:00+00:00,Bangkok,30.0,0,11,1,1,3,0,dry,morning,moderate,0,30.0,31.33333333333333,30.069444444444443,3.672563330572975,0.0
2023-01-03 12:00:00+00:00,Bangkok,30.0,0,12,1,1,3,0,dry,afternoon,moderate,0,30.0,31.33333333333333,30.013888888888886,3.662684486678223,0.0
2023-01-03 13:00:00+00:00,Bangkok,30.0,0,13,1,1,3,0,dry,afternoon,moderate,0,30.0,31.33333333333333,29.958333333333332,3.6518971312189024,0.0
2023-01-03 14:00:00+00:00,Bangkok,29.0,0,14,1,1,3,0,dry,afternoon,moderate,0,30.0,30.666666666666668,29.902777777777775,3.640193187349244,0.0
2023-01-03 15:00:00+00:00,Bangkok,28.666666666666668,0,15,1,1,3,0,dry,afternoon,moderate,0,29.0,30.666666666666668,29.833333333333332,3.6408843221589744,0.0
2023-01-03 16:00:00+00:00,Bangkok,28.0,0,16,1,1,3,0,dry,afternoon,moderate,0,28.666666666666668,30.666666666666668,29.749999999999996,3.6438685181792434,0.0
2023-01-03 17:00:00+00:00,Bangkok,28.33333333333333,0,17,1,1,3,0,dry,afternoon,moderate,0,28.0,30.666666666666668,29.638888888888886,3.6553404338858315,0.0
2023-01-03 18:00:00+00:00,Bangkok,27.666666666666668,0,18,1,1,3,0,dry,evening,moderate,0,28.33333333333333,31.0,29.541666666666668,3.657845119448664,0.0
2023-01-03 19:00:00+00:00,Bangkok,27.666666666666668,0,19,1,1,3,0,dry,evening,moderate,0,27.666666666666668,31.33333333333333,29.402777777777775,3.6633439050719367,0.0
2023-01-03 20:00:00+00:00,Bangkok,27.666666666666668,0,20,1,1,3,0,dry,evening,moderate,0,27.666666666666668,31.33333333333333,29.25,3.655780942495997,0.0
2023-01-03 21:00:00+00:00,Bangkok,27.33333333333333,0,21,1,1,3,0,dry,evening,moderate,0,27.666666666666668,31.33333333333333,29.097222222222225,3.6415200503323657,0.0
2023-01-03 22:00:00+00:00,Bangkok,27.33333333333333,0,22,1,1,3,0,dry,evening,moderate,0,27.33333333333333,34.0,28.930555555555557,3.6262318135857674,0.0
2023-01-03 23:00:00+00:00,Bangkok,26.666666666666668,0,23,1,1,3,0,dry,evening,moderate,0,27.33333333333333,35.0,28.652777777777775,3.473125486377133,0.0
2023-01-04 00:00:00+00:00,Bangkok,26.666666666666668,0,0,2,1,4,0,dry,night,moderate,0,26.666666666666668,36.66666666666666,28.305555555555557,3.2181800399800906,0.0
2023-01-04 01:00:00+00:00,Bangkok,26.666666666666668,0,1,2,1,4,0,dry,night,moderate,0,26.666666666666668,33.0,27.88888888888889,2.693105648768118,0.0
2023-01-04 02:00:00+00:00,Bangkok,26.666666666666668,0,2,2,1,4,0,dry,night,moderate,0,26.666666666666668,30.666666666666668,27.625,2.471699722237357,0.0
2023-01-04 03:00:00+00:00,Bangkok,26.0,0,3,2,1,4,0,dry,night,moderate,0,26.666666666666668,28.0,27.458333333333332,2.3912329809289057,0.0
2023-01-04 04:00:00+00:00,Bangkok,26.0,0,4,2,1,4,0,dry,night,moderate,0,26.0,24.33333333333333,27.375,2.406337245108857,0.0
2023-01-04 05:00:00+00:00,Bangkok,25.33333333333333,0,5,2,1,4,0,dry,night,moderate,0,26.0,22.666666666666668,27.444444444444446,2.3378148818715685,0.0
2023-01-04 06:00:00+00:00,Bangkok,24.666666666666668,0,6,2,1,4,0,dry,morning,moderate,0,25.33333333333333,20.666666666666668,27.555555555555554,2.1572631316095,0.0
2023-01-04 07:00:00+00:00,Bangkok,24.33333333333333,0,7,2,1,4,0,dry,morning,moderate,0,24.666666666666668,25.0,27.722222222222225,1.7100630456120065,0.0
2023-01-04 08:00:00+00:00,Bangkok,24.666666666666668,0,8,2,1,4,0,dry,morning,moderate,0,24.33333333333333,30.0,27.694444444444443,1.760864595130265,0.0
2023-01-04 09:00:00+00:00,Bangkok,24.33333333333333,0,9,2,1,4,0,dry,morning,moderate,0,24.666666666666668,30.0,27.472222222222225,1.7934843605029784,0.0
2023-01-04 10:00:00+00:00,Bangkok,24.666666666666668,0,10,2,1,4,0,dry,morning,moderate,0,24.33333333333333,30.0,27.23611111111111,1.8190594975746686,0.0
2023-01-04 11:00:00+00:00,Bangkok,24.33333333333333,0,11,2,1,4,0,dry,morning,moderate,0,24.666666666666668,30.0,27.013888888888886,1.792305525915903,0.0
2023-01-04 12:00:00+00:00,Bangkok,24.33333333333333,0,12,2,1,4,0,dry,afternoon,moderate,0,24.33333333333333,30.0,26.777777777777775,1.7546808803735483,0.0
2023-01-04 13:00:00+00:00,Bangkok,24.0,0,13,2,1,4,0,dry,afternoon,moderate,0,24.33333333333333,30.0,26.541666666666668,1.6819947325105562,0.0
2023-01-04 14:00:00+00:00,Bangkok,24.0,0,14,2,1,4,0,dry,afternoon,moderate,0,24.0,29.0,26.291666666666668,1.5889488519478216,0.0
2023-01-04 15:00:00+00:00,Bangkok,22.666666666666668,0,15,2,1,4,0,dry,afternoon,moderate,0,24.0,28.666666666666668,26.083333333333332,1.5456030825826237,0.0
2023-01-04 16:00:00+00:00,Bangkok,23.0,0,16,2,1,4,0,dry,afternoon,moderate,0,22.666666666666668,28.0,25.833333333333332,1.5940711408003048,0.0
2023-01-04 17:00:00+00:00,Bangkok,23.33333333333333,0,17,2,1,4,0,dry,afternoon,moderate,0,23.0,28.33333333333333,25.625,1.6250232254007337,0.0
2023-01-04 18:00:00+00:00,Bangkok,23.33333333333333,0,18,2,1,4,0,dry,evening,moderate,0,23.33333333333333,27.666666666666668,25.416666666666668,1.5826657631586063,0.0
2023-01-04 19:00:00+00:00,Bangkok,24.0,0,19,2,1,4,0,dry,evening,moderate,0,23.33333333333333,27.666666666666668,25.23611111111111,1.5618617859225887,0.0
2023-01-04 20:00:00+00:00,Bangkok,24.0,0,20,2,1,4,0,dry,evening,moderate,0,24.0,27.666666666666668,25.08333333333333,1.491521934521727,0.0
2023-01-04 21:00:00+00:00,Bangkok,24.666666666666668,0,21,2,1,4,0,dry,evening,moderate,0,24.0,27.33333333333333,24.930555555555554,1.4004111427577537,0.0
2023-01-04 22:00:00+00:00,Bangkok,25.666666666666668,0,22,2,1,4,0,dry,evening,moderate,0,24.666666666666668,27.33333333333333,24.819444444444443,1.303948543287919,0.0
2023-01-04 23:00:00+00:00,Bangkok,25.666666666666668,0,23,2,1,4,0,dry,evening,moderate,0,25.666666666666668,26.666666666666668,24.75,1.2048613286416208,0.0
2023-01-05 00:00:00+00:00,Bangkok,25.33333333333333,0,0,3,1,5,0,dry,night,moderate,0,25.666666666666668,26.666666666666668,24.70833333333333,1.1518206549875944,0.0
2023-01-05 01:00:00+00:00,Bangkok,25.33333333333333,0,1,3,1,5,0,dry,night,moderate,0,25.33333333333333,26.666666666666668,24.652777777777775,1.083379783470924,0.0
2023-01-05 02:00:00+00:00,Bangkok,25.33333333333333,0,2,3,1,5,0,dry,night,moderate,0,25.33333333333333,26.666666666666668,24.597222222222225,1.0071203827638646,0.0
2023-01-05 03:00:00+00:00,Bangkok,25.666666666666668,0,3,3,1,5,0,dry,night,moderate,0,25.33333333333333,26.0,24.54166666666666,0.9211025739247676,0.0
2023-01-05 04:00:00+00:00,Bangkok,25.0,0,4,3,1,5,0,dry,night,moderate,0,25.666666666666668,26.0,24.527777777777775,0.9004382543625606,0.0
2023-01-05 05:00:00+00:00,Bangkok,25.0,0,5,3,1,5,0,dry,night,moderate,0,25.0,25.33333333333333,24.48611111111111,0.8511382924734759,0.0
2023-01-05 06:00:00+00:00,Bangkok,25.0,0,6,3,1,5,0,dry,morning,moderate,0,25.0,24.666666666666668,24.472222222222225,0.8393502586422312,0.0
2023-01-05 07:00:00+00:00,Bangkok,25.0,0,7,3,1,5,0,dry,morning,moderate,0,25.0,24.33333333333333,24.48611111111111,0.8454434086122337,0.0
2023-01-05 08:00:00+00:00,Bangkok,25.0,0,8,3,1,5,0,dry,morning,moderate,0,25.0,24.666666666666668,24.51388888888889,0.851138292473476,0.0
2023-01-05 09:00:00+00:00,Bangkok,25.0,0,9,3,1,5,0,dry,morning,moderate,0,25.0,24.33333333333333,24.527777777777775,0.8564428550283768,0.0
2023-01-05 10:00:00+00:00,Bangkok,25.0,0,10,3,1,5,0,dry,morning,moderate,0,25.0,24.666666666666668,24.555555555555557,0.8606629658238765,0.0
2023-01-05 11:00:00+00:00,Bangkok,25.33333333333333,0,11,3,1,5,0,dry,morning,moderate,0,25.0,24.33333333333333,24.569444444444446,0.8652115245919028,0.0
2023-01-05 12:00:00+00:00,Bangkok,25.33333333333333,0,12,3,1,5,0,dry,afternoon,moderate,0,25.33333333333333,24.33333333333333,24.61111111111111,0.8773404401867767,0.0
2023-01-05 13:00:00+00:00,Bangkok,25.0,0,13,3,1,5,0,dry,afternoon,moderate,0,25.33333333333333,24.0,24.652777777777775,0.887264518214164,0.0
2023-01-05 14:00:00+00:00,Bangkok,24.0,0,14,3,1,5,0,dry,afternoon,moderate,0,25.0,24.0,24.694444444444443,0.8787159421134478,0.0
2023-01-05 15:00:00+00:00,Bangkok,24.33333333333333,0,15,3,1,5,0,dry,afternoon,moderate,0,24.0,22.666666666666668,24.694444444444443,0.8787159421134478,0.0
2023-01-05 16:00:00+00:00,Bangkok,24.0,0,16,3,1,5,0,dry,afternoon,moderate,0,24.33333333333333,23.0,24.763888888888886,0.7707149994037784,0.0
2023-01-05 17:00:00+00:00,Bangkok,23.33333333333333,0,17,3,1,5,0,dry,afternoon,moderate,0,24.0,23.33333333333333,24.805555555555554,0.6944685986137568,0.0
2023-01-05 18:00:00+00:00,Bangkok,23.0,0,18,3,1,5,0,dry,evening,moderate,0,23.33333333333333,23.33333333333333,24.805555555555554,0.6944685986137568,0.0
2023-01-05 19:00:00+00:00,Bangkok,22.666666666666668,0,19,3,1,5,0,dry,evening,moderate,0,23.0,24.0,24.791666666666668,0.727728913800107,0.0
2023-01-05 20:00:00+00:00,Bangkok,22.0,0,20,3,1,5,0,dry,evening,moderate,0,22.666666666666668,24.0,24.73611111111111,0.8339369794344682,0.0
2023-01-05 21:00:00+00:00,Bangkok,22.0,0,21,3,1,5,0,dry,evening,moderate,0,22.0,24.666666666666668,24.652777777777775,0.9950562175105735,0.0
2023-01-05 22:00:00+00:00,Bangkok,22.0,0,22,3,1,5,0,dry,evening,moderate,0,22.0,25.666666666666668,24.54166666666666,1.1327897247002565,0.0
2023-01-05 23:00:00+00:00,Bangkok,21.33333333333333,0,23,3,1,5,0,dry,evening,moderate,0,22.0,25.666666666666668,24.388888888888886,1.2184835220050192,0.0
2023-01-06 00:00:00+00:00,Bangkok,20.33333333333333,0,0,4,1,6,0,dry,night,moderate,0,21.33333333333333,25.33333333333333,24.208333333333332,1.3362739312445202,0.0
2023-01-06 01:00:00+00:00,Bangkok,20.0,0,1,4,1,6,0,dry,night,moderate,0,20.33333333333333,25.33333333333333,24.0,1.52910570308522,0.0
2023-01-06 02:00:00+00:00,Bangkok,20.0,0,2,4,1,6,0,dry,night,moderate,0,20.0,25.33333333333333,23.777777777777775,1.7044036929290622,0.0
2023-01-06 03:00:00+00:00,Bangkok,19.0,0,3,4,1,6,0,dry,night,moderate,0,20.0,25.666666666666668,23.555555555555557,1.835418226021594,0.0
2023-01-06 04:00:00+00:00,Bangkok,19.0,0,4,4,1,6,0,dry,night,moderate,0,19.0,25.0,23.277777777777775,1.999194684887831,0.0
2023-01-06 05:00:00+00:00,Bangkok,19.0,0,5,4,1,6,0,dry,night,moderate,0,19.0,25.0,23.027777777777775,2.1443480742281724,0.0
2023-01-06 06:00:00+00:00,Bangkok,18.666666666666668,0,6,4,1,6,0,dry,morning,moderate,0,19.0,25.0,22.777777777777775,2.2514979805009143,0.0
2023-01-06 07:00:00+00:00,Bangkok,19.0,0,7,4,1,6,0,dry,morning,moderate,0,18.666666666666668,25.0,22.513888888888886,2.348767107296004,0.0
2023-01-06 08:00:00+00:00,Bangkok,19.0,0,8,4,1,6,0,dry,morning,moderate,0,19.0,25.0,22.263888888888886,2.3915696676116873,0.0
2023-01-06 09:00:00+00:00,Bangkok,19.666666666666668,0,9,4,1,6,0,dry,morning,moderate,0,19.0,25.0,22.01388888888889,2.4066718187480856,0.0
2023-01-06 10:00:00+00:00,Bangkok,20.0,0,10,4,1,6,0,dry,morning,moderate,0,19.666666666666668,25.0,21.791666666666668,2.3648237364226206,0.0
2023-01-06 11:00:00+00:00,Bangkok,20.33333333333333,0,11,4,1,6,0,dry,morning,moderate,0,20.0,25.33333333333333,21.583333333333332,2.288914684906938,0.0
2023-01-06 12:00:00+00:00,Bangkok,20.666666666666668,0,12,4,1,6,0,dry,afternoon,moderate,0,20.33333333333333,25.33333333333333,21.375,2.1564698743178865,0.0
2023-01-06 13:00:00+00:00,Bangkok,20.0,0,13,4,1,6,0,dry,afternoon,moderate,0,20.666666666666668,25.0,21.180555555555554,1.987835388811482,0.0
2023-01-06 14:00:00+00:00,Bangkok,19.666666666666668,0,14,4,1,6,0,dry,afternoon,moderate,0,20.0,24.0,20.97222222222222,1.8255213448092822,0.0
2023-01-06 15:00:00+00:00,Bangkok,19.666666666666668,0,15,4,1,6,0,dry,afternoon,moderate,0,19.666666666666668,24.33333333333333,20.791666666666664,1.724538725695988,0.0
2023-01-06 16:00:00+00:00,Bangkok,18.666666666666668,0,16,4,1,6,0,dry,afternoon,moderate,0,19.666666666666668,24.0,20.59722222222222,1.5634075464189434,0.0
2023-01-06 17:00:00+00:00,Bangkok,18.0,0,17,4,1,6,0,dry,afternoon,moderate,0,18.666666666666668,23.33333333333333,20.375,1.4322459643565002,0.0
2023-01-06 18:00:00+00:00,Bangkok,18.0,0,18,4,1,6,0,dry,evening,moderate,0,18.0,23.0,20.15277777777778,1.3654790409494264,0.0
2023-01-06 19:00:00+00:00,Bangkok,17.333333333333332,0,19,4,1,6,0,dry,evening,moderate,0,18.0,22.666666666666668,19.944444444444446,1.2916179669797192,0.0
2023-01-06 20:00:00+00:00,Bangkok,17.0,0,20,4,1,6,0,dry,evening,moderate,0,17.333333333333332,22.0,19.72222222222222,1.261341463139338,0.0
2023-01-06 21:00:00+00:00,Bangkok,16.666666666666668,0,21,4,1,6,0,dry,evening,moderate,0,17.0,22.0,19.51388888888889,1.2815267414494114,0.0
2023-01-06 22:00:00+00:00,Bangkok,16.666666666666668,0,22,4,1,6,0,dry,evening,moderate,0,16.666666666666668,22.0,19.291666666666668,1.29403126245566,0.0
2023-01-06 23:00:00+00:00,Bangkok,16.666666666666668,0,23,4,1,6,0,dry,evening,moderate,0,16.666666666666668,21.33333333333333,19.069444444444443,1.266358340302926,0.0
2023-01-07 00:00:00+00:00,Bangkok,16.0,0,0,5,1,7,1,dry,night,moderate,0,16.666666666666668,20.33333333333333,18.875,1.2618998788920852,0.0
2023-01-07 01:00:00+00:00,Bangkok,15.666666666666666,0,1,5,1,7,1,dry,night,moderate,0,16.0,20.0,18.694444444444446,1.3510299047551495,0.0
2023-01-07 02:00:00+00:00,Bangkok,16.0,0,2,5,1,7,1,dry,night,moderate,0,15.666666666666666,20.0,18.51388888888889,1.4545586068429066,0.0
2023-01-07 03:00:00+00:00,Bangkok,16.0,0,3,5,1,7,1,dry,night,moderate,0,16.0,19.0,18.347222222222225,1.5051575315717152,0.0
2023-01-07 04:00:00+00:00,Bangkok,16.333333333333332,0,4,5,1,7,1,dry,night,moderate,0,16.0,19.0,18.222222222222225,1.5716899629935275,0.0
2023-01-07 05:00:00+00:00,Bangkok,16.333333333333332,0,5,5,1,7,1,dry,night,moderate,0,16.333333333333332,19.0,18.11111111111111,1.6081515378720077,0.0
2023-01-07 06:00:00+00:00,Bangkok,16.333333333333332,0,6,5,1,7,1,dry,morning,moderate,0,16.333333333333332,18.666666666666668,18.0,1.6359488080057698,0.0
2023-01-07 07:00:00+00:00,Bangkok,16.333333333333332,0,7,5,1,7,1,dry,morning,moderate,0,16.333333333333332,19.0,17.90277777777778,1.6637050982022805,0.0
2023-01-07 08:00:00+00:00,Bangkok,16.666666666666668,0,8,5,1,7,1,dry,morning,moderate,0,16.333333333333332,19.0,17.791666666666668,1.676240617780065,0.0
2023-01-07 09:00:00+00:00,Bangkok,17.0,0,9,5,1,7,1,dry,morning,moderate,0,16.666666666666668,19.666666666666668,17.694444444444446,1.6707679008234337,0.0
2023-01-07 10:00:00+00:00,Bangkok,17.666666666666668,0,10,5,1,7,1,dry,morning,moderate,0,17.0,20.0,17.583333333333332,1.621861517703882,0.0
2023-01-07 11:00:00+00:00,Bangkok,17.666666666666668,0,11,5,1,7,1,dry,morning,moderate,0,17.666666666666668,20.33333333333333,17.48611111111111,1.5384890218033356,0.0
2023-01-07 12:00:00+00:00,Bangkok,18.33333333333333,0,12,5,1,7,1,dry,afternoon,moderate,0,17.666666666666668,20.666666666666668,17.375,1.415280651910265,0.0
2023-01-07 13:00:00+00:00,Bangkok,18.666666666666668,0,13,5,1,7,1,dry,afternoon,moderate,0,18.33333333333333,20.0,17.277777777777775,1.2497986955458589,0.0
2023-01-07 14:00:00+00:00,Bangkok,19.0,0,14,5,1,7,1,dry,afternoon,moderate,0,18.666666666666668,19.666666666666668,17.22222222222222,1.1491087353546332,0.0
